Issue Title,Issue Number,State,Created At,Updated At,Closed At,URL,Labels,Author,Comments
after_commit runs before transaction committed after upgrade Rails from 6.0.4.8 to 6.1.7.4,48769,closed,2023-07-20T10:36:50Z,2023-08-04T00:58:46Z,2023-08-04T00:58:46Z,https://github.com/rails/rails/issues/48769,['more-information-needed'],ikarpov-lohika,3
Encrypted columns are not decrypted when used in group operations across joins,48764,open,2023-07-19T19:10:23Z,2023-07-19T19:42:54Z,,https://github.com/rails/rails/issues/48764,"['activerecord', 'encryption']",TikiTDO,0
Intermediate table's record is not created when using has_one through association for creation,48759,closed,2023-07-19T09:47:49Z,2023-08-02T22:48:22Z,2023-08-02T22:48:21Z,https://github.com/rails/rails/issues/48759,['activerecord'],ohbarye,2
ActiveRecord::Base#attribute_names and ActiveRecord::Base#table_exist? to work without connection,48758,closed,2023-07-18T23:35:10Z,2023-07-19T17:33:32Z,2023-07-19T17:33:32Z,https://github.com/rails/rails/issues/48758,['activerecord'],kirs,3
Rails cache storage not working propertly,48748,closed,2023-07-17T15:38:32Z,2023-07-17T18:18:13Z,2023-07-17T18:18:06Z,https://github.com/rails/rails/issues/48748,[],benone,1
Unable to use named variants for blob preview,48744,closed,2023-07-17T15:11:51Z,2023-07-18T01:55:11Z,2023-07-18T01:54:57Z,https://github.com/rails/rails/issues/48744,['activestorage'],matiassalles99,2
"For midnigh(00:00) only, the processing of the `time` type in the `trilogy` adapter is broken.",48736,closed,2023-07-14T13:03:49Z,2023-07-14T14:12:42Z,2023-07-14T14:12:41Z,https://github.com/rails/rails/issues/48736,[],tmimura39,1
its not working even in Rails 6,48735,closed,2023-07-14T05:39:22Z,2023-07-14T05:44:51Z,2023-07-14T05:44:51Z,https://github.com/rails/rails/issues/48735,[],sgmamsys,0
[BUG] numericality: { in: ... } is not validating as expected,48732,closed,2023-07-13T11:11:37Z,2023-07-16T15:48:52Z,2023-07-16T15:48:06Z,https://github.com/rails/rails/issues/48732,[],marvoosh,5
"Calling model.decrypt saves the unencrypted entity, which breaks further access to it",48721,open,2023-07-12T15:25:26Z,2023-07-16T15:51:41Z,,https://github.com/rails/rails/issues/48721,"['activerecord', 'encryption']",dsusviela,3
accepts_nested_attributes_for does not work with non `id` primary_key,48714,open,2023-07-11T15:18:06Z,2023-08-03T16:06:38Z,,https://github.com/rails/rails/issues/48714,"['activerecord', 'attached PR']",fanantoxa,8
Log level in production template doesn't agree with comment,48713,closed,2023-07-11T15:07:11Z,2023-07-11T15:12:05Z,2023-07-11T15:12:05Z,https://github.com/rails/rails/issues/48713,[],jcoyne,1
Enumerator::Lazy#sum and Enumerator#sum behave differently after Rails 7 update if block relies on side effect,48712,closed,2023-07-11T12:47:55Z,2023-07-20T22:28:19Z,2023-07-20T22:28:18Z,https://github.com/rails/rails/issues/48712,"['regression', 'activesupport', 'attached PR']",goalaleo,5
`PooledConnectionsTest#test_pooled_connection_checkin_one` fails,48710,closed,2023-07-10T23:34:52Z,2023-07-11T17:09:56Z,2023-07-11T17:09:56Z,https://github.com/rails/rails/issues/48710,"['activerecord', 'ci issues']",yahonda,0
`filter_parameters` used by `active_record.set_filter_attributes` initializer before it is set,48704,closed,2023-07-10T13:27:37Z,2023-07-13T17:54:24Z,2023-07-13T17:54:24Z,https://github.com/rails/rails/issues/48704,['activerecord'],nicholasdower,7
FormData requests with empty body lead to 400 Bad Reqeust,48702,open,2023-07-10T07:28:28Z,2023-08-06T13:00:42Z,,https://github.com/rails/rails/issues/48702,['more-information-needed'],mmaier,2
Rails CI `activesupport (3.1)` runs `3.3.0p-1 (2023-07-06 revision 75f8781c08da421d6bcfb2c3c8b7b74efea3bec2) [x86_64-linux]`,48701,closed,2023-07-09T22:52:52Z,2023-07-10T23:40:40Z,2023-07-10T23:15:05Z,https://github.com/rails/rails/issues/48701,['ci issues'],yahonda,6
Line filtering doesn't work for plugin tests,48696,open,2023-07-09T08:29:24Z,2023-07-13T07:42:52Z,,https://github.com/rails/rails/issues/48696,[],lewispb,2
`#or` not raising with some structurally incompatible relations,48694,closed,2023-07-09T01:46:06Z,2023-07-09T23:48:50Z,2023-07-09T20:58:04Z,https://github.com/rails/rails/issues/48694,[],joshuay03,0
Custom serialization & storage in ActiveRecord::Encryption (beyond strings),48689,open,2023-07-07T17:17:19Z,2023-07-10T17:26:37Z,,https://github.com/rails/rails/issues/48689,"['activerecord', 'encryption']",maximerety,2
Callbacks called twice when parent accepts_nested_attributes_for child,48688,open,2023-07-07T16:25:45Z,2023-07-19T14:44:08Z,,https://github.com/rails/rails/issues/48688,"['activerecord', 'encryption']",jakemiller13,1
ActiveRecord time not included in request logs when `shard_resolver`  is used,48687,closed,2023-07-07T16:01:39Z,2023-07-25T13:43:21Z,2023-07-10T15:44:36Z,https://github.com/rails/rails/issues/48687,['activerecord'],pospieszynski,4
Make ActiveRecord Encryptor agnostic of the type of serialized data to be decrypted,48685,open,2023-07-07T13:11:02Z,2023-07-19T14:44:48Z,,https://github.com/rails/rails/issues/48685,"['activerecord', 'encryption']",maximerety,0
Potential bug with use of `create_#{association}!` method.,48675,open,2023-07-06T06:01:08Z,2023-07-30T19:26:15Z,,https://github.com/rails/rails/issues/48675,"['activerecord', 'With reproduction steps']",rishijain,2
Loading a CollectionAssociation is not threadsafe in all contexts,48671,open,2023-07-05T21:13:21Z,2023-07-24T17:33:57Z,,https://github.com/rails/rails/issues/48671,"['activerecord', 'attached PR']",mullican,0
BSON Document Deep_transform_keys not converting keys to symbols,48668,closed,2023-07-05T18:00:06Z,2023-07-05T18:11:43Z,2023-07-05T18:11:42Z,https://github.com/rails/rails/issues/48668,[],mekasudheer,2
"New Rails project fails to find Redis ""Could not find gem 'redis (~> 4.0)' in locally installed gems.""",48666,closed,2023-07-05T16:36:02Z,2023-07-05T18:34:32Z,2023-07-05T18:34:31Z,https://github.com/rails/rails/issues/48666,[],softwaregravy,3
`ActiveRecord::Type::TimeTest#test_default_year_is_correct` gets failed,48664,closed,2023-07-05T15:23:44Z,2023-07-05T20:06:33Z,2023-07-05T20:06:33Z,https://github.com/rails/rails/issues/48664,[],yahonda,0
Skips mailer and 7.0.6,48656,closed,2023-07-05T08:10:33Z,2023-07-05T14:06:32Z,2023-07-05T10:09:24Z,https://github.com/rails/rails/issues/48656,[],dawidof,2
ActiveRecord serialize stripping obj's attributes before sending the data to the serializer on rails 7.0.5,48652,closed,2023-07-04T23:23:54Z,2023-07-13T10:03:44Z,2023-07-13T09:58:35Z,https://github.com/rails/rails/issues/48652,['activerecord'],TopRoupi,5
Behaviour of `where.missing` changed in rails 7.0.6,48651,closed,2023-07-04T22:08:21Z,2023-07-27T18:19:28Z,2023-07-27T18:19:28Z,https://github.com/rails/rails/issues/48651,"['activerecord', 'attached PR']",robingram,5
Postgres daterange bug in upper bound,48637,closed,2023-07-03T12:51:20Z,2023-07-03T14:04:18Z,2023-07-03T14:04:18Z,https://github.com/rails/rails/issues/48637,[],morgoth,2
create_enum in migration does not drop type when rolling back,48634,closed,2023-07-03T11:29:12Z,2023-07-03T11:39:21Z,2023-07-03T11:39:21Z,https://github.com/rails/rails/issues/48634,[],jarl-dk,1
Throwing abort on an autosaved `has_one` association does not raise an exception,48633,open,2023-07-03T10:16:56Z,2023-07-05T04:06:07Z,,https://github.com/rails/rails/issues/48633,"['activerecord', 'attached PR']",wata727,1
Uniqueness validation not triggering when calling create_association,48632,open,2023-07-03T09:54:09Z,2023-07-04T23:18:47Z,,https://github.com/rails/rails/issues/48632,['activerecord'],rcpj,3
Rails 7.0.6 label_for translations not working in index views,48629,open,2023-07-03T01:29:09Z,2023-07-04T21:40:28Z,,https://github.com/rails/rails/issues/48629,[],augustosamame,3
Cannot load `Rails.application.database_configuration,48621,closed,2023-07-01T17:14:37Z,2023-07-01T20:04:13Z,2023-07-01T20:04:13Z,https://github.com/rails/rails/issues/48621,[],JayPanchani1054,1
Rails 7.0.6 - undefined method `wait_for_state' ,48620,closed,2023-07-01T02:36:51Z,2023-07-01T06:58:52Z,2023-07-01T06:58:51Z,https://github.com/rails/rails/issues/48620,[],OskarEichler,2
strict_loading error in Association#find_target,48617,closed,2023-06-30T16:53:17Z,2023-07-05T19:48:42Z,2023-07-05T19:48:42Z,https://github.com/rails/rails/issues/48617,[],michael-ujet,3
Error loading cached data after upgrade to 7.1 `dump format error`,48611,closed,2023-06-29T09:40:29Z,2023-07-06T11:25:27Z,2023-07-06T09:03:08Z,https://github.com/rails/rails/issues/48611,['activesupport'],matthutchinson,13
No way to configure `Strict-Transport-Security` not to be added on `config.force_ssl = true`?,48609,closed,2023-06-29T06:55:34Z,2023-08-03T20:58:02Z,2023-08-03T20:58:02Z,https://github.com/rails/rails/issues/48609,['actionpack'],r7kamura,11
`ActiveRecord::Encryption` tests fail,48605,closed,2023-06-29T01:12:32Z,2023-07-05T09:48:08Z,2023-07-05T09:48:08Z,https://github.com/rails/rails/issues/48605,"['activerecord', 'ci issues']",yahonda,3
Test Fixture Not Decrypting Properly with store_accessor,48601,open,2023-06-28T16:07:31Z,2023-06-29T14:01:47Z,,https://github.com/rails/rails/issues/48601,"['activerecord', 'encryption']",donnfelker,2
Clarify support status of 6.1,48595,closed,2023-06-27T17:36:53Z,2023-06-27T17:41:49Z,2023-06-27T17:41:49Z,https://github.com/rails/rails/issues/48595,[],slondr,1
Broken table alias referencing in Rails 7.0.5.1,48592,closed,2023-06-27T13:42:23Z,2023-06-27T14:27:43Z,2023-06-27T14:27:43Z,https://github.com/rails/rails/issues/48592,[],kaoru,1
Type of keys returned by grouped count on joined enum column inconsistent after 7.0.5,48590,closed,2023-06-27T08:26:49Z,2023-06-27T18:05:46Z,2023-06-27T18:05:46Z,https://github.com/rails/rails/issues/48590,['activerecord'],adamzapasnik,2
Precompile fails when building from a Dockerfile,48581,closed,2023-06-26T18:33:29Z,2023-06-27T02:12:13Z,2023-06-27T02:12:13Z,https://github.com/rails/rails/issues/48581,[],JoaoPedroAssis,1
"`where:` clause of partial index requires doubled, escaped quoting of attributes, contradicting API docs",48571,closed,2023-06-24T21:12:20Z,2023-06-29T14:15:29Z,2023-06-29T14:15:29Z,https://github.com/rails/rails/issues/48571,['activerecord'],clairity,7
Error when providing a class argument to ActiveJob for classes that implement `permitted?`,48561,closed,2023-06-22T17:29:51Z,2023-06-23T19:56:56Z,2023-06-23T19:56:56Z,https://github.com/rails/rails/issues/48561,[],adnanrh,3
Why is credentails.to_h/to_json empty when there are credentials?,48554,closed,2023-06-22T02:25:54Z,2023-06-22T08:16:04Z,2023-06-22T08:16:04Z,https://github.com/rails/rails/issues/48554,"['activesupport', 'attached PR']",dorianmariefr,2
Render from before_action does not respect request format,48550,open,2023-06-21T19:36:57Z,2023-06-26T06:34:42Z,,https://github.com/rails/rails/issues/48550,['actionpack'],mikerobe,2
`unscope` on `through` associations fails to respect default scope of join models,48548,open,2023-06-21T16:24:31Z,2023-06-30T07:56:23Z,,https://github.com/rails/rails/issues/48548,['attached PR'],philip-maina,0
parallelize test runner broken in 7.1.0.alpha,48547,closed,2023-06-21T14:53:28Z,2023-07-06T10:45:06Z,2023-07-05T15:06:54Z,https://github.com/rails/rails/issues/48547,[],matthutchinson,3
ActionRecord callback not being called when another callback makes an update,48546,closed,2023-06-21T14:22:57Z,2023-06-27T02:20:11Z,2023-06-27T02:20:10Z,https://github.com/rails/rails/issues/48546,[],jcarloslopez,3
Deprecated conversion introduced in Rails 7.0 is incompatible with implicit default format,48545,closed,2023-06-21T12:08:17Z,2023-08-03T19:59:22Z,2023-08-03T19:59:22Z,https://github.com/rails/rails/issues/48545,"['regression', 'activesupport', 'attached PR']",wata727,2
ActionCable subscriptions are never created because welcome event is not received,48543,open,2023-06-21T08:33:29Z,2023-07-05T19:50:06Z,,https://github.com/rails/rails/issues/48543,['actioncable'],Georgegriff,0
Change in ActiveRecord JSON/JSONB Query Behavior from Rails 6.0 to 6.1,48535,open,2023-06-20T22:03:23Z,2023-06-26T16:19:42Z,,https://github.com/rails/rails/issues/48535,"['activerecord', 'With reproduction steps']",JohnAnon9771,4
Should ActionDispatch::Executor be moved higher up the middleware stack?,48528,open,2023-06-20T03:38:25Z,2023-06-20T10:40:55Z,,https://github.com/rails/rails/issues/48528,[],KJTsanaktsidis,7
Action View `actionview: rake test:ujs` gets `ERROR: 127`,48525,closed,2023-06-19T23:56:21Z,2023-06-21T02:13:20Z,2023-06-21T02:13:20Z,https://github.com/rails/rails/issues/48525,"['actionview', 'ci issues']",yahonda,5
Usage of `id` enum key results in unexpected filter with joins and subqueries,48524,closed,2023-06-19T22:42:25Z,2023-06-20T02:36:44Z,2023-06-20T02:36:44Z,https://github.com/rails/rails/issues/48524,['activerecord'],nmichels,3
javascript_include_tag's implicit modulepreload Link header insertion breaks importmaps,48517,closed,2023-06-19T01:23:52Z,2023-07-01T00:32:45Z,2023-06-30T20:40:04Z,https://github.com/rails/rails/issues/48517,"['actionview', 'attached PR']",aaronjensen,14
complex where cluases including dots are split improperly,48503,closed,2023-06-16T14:35:22Z,2023-06-16T16:23:14Z,2023-06-16T16:23:14Z,https://github.com/rails/rails/issues/48503,[],k-kostadinov,1
Why does ActiveRecord query on association with singular table name instead of plural create an alias instead of error?,48502,closed,2023-06-16T14:32:50Z,2023-06-29T20:04:46Z,2023-06-29T20:04:46Z,https://github.com/rails/rails/issues/48502,[],justinpchang,2
Not possible to use upsert_all with point type column,48497,open,2023-06-16T09:05:13Z,2023-06-16T11:01:08Z,,https://github.com/rails/rails/issues/48497,['activerecord'],morgoth,0
PostgreSQL Range adapter throws `NoMethodError` for an empty string value,48486,closed,2023-06-15T17:44:31Z,2023-06-26T16:05:09Z,2023-06-26T16:05:08Z,https://github.com/rails/rails/issues/48486,"['activerecord', 'attached PR']",clairity,2
`ActiveSupport::RangeWithFormat` fails for beginless and endless ranges,48485,closed,2023-06-15T16:31:49Z,2023-06-17T14:22:27Z,2023-06-17T09:36:15Z,https://github.com/rails/rails/issues/48485,"['activesupport', 'attached PR']",clairity,3
Active Support unit tests fails against Ruby 3.1 and 3.2,48483,closed,2023-06-15T11:38:46Z,2023-06-16T04:57:53Z,2023-06-16T04:57:53Z,https://github.com/rails/rails/issues/48483,"['activesupport', 'ci issues']",yahonda,5
Rails 7.0.3 & 7.0.4 pool_config error only in test environment,48481,closed,2023-06-15T08:41:32Z,2023-06-16T13:58:47Z,2023-06-15T12:49:42Z,https://github.com/rails/rails/issues/48481,[],aksharj,5
Enhancements to the Rails Generate Command for Easier Setup,48479,open,2023-06-15T00:48:31Z,2023-06-20T21:49:37Z,,https://github.com/rails/rails/issues/48479,['railties'],ptamarshall,1
default_form_builder for ActionMailer::Base,48477,closed,2023-06-14T20:39:15Z,2023-06-21T08:20:42Z,2023-06-21T08:20:42Z,https://github.com/rails/rails/issues/48477,[],dub357,2
"Convenience methods like `Arel.if`, `Arel.coalesce`",48476,open,2023-06-14T19:50:39Z,2023-08-05T03:46:01Z,,https://github.com/rails/rails/issues/48476,[],elebow,2
`fork_tracker` active support module does not play nice with `passenger` and `zk` gems,48475,closed,2023-06-14T18:22:57Z,2023-06-20T08:10:05Z,2023-06-20T08:10:04Z,https://github.com/rails/rails/issues/48475,[],niodice,4
Replacing an association removes entries even when the parent doesn't pass validations,48469,open,2023-06-14T09:13:46Z,2023-06-15T21:03:39Z,,https://github.com/rails/rails/issues/48469,['activerecord'],Earlopain,4
Test suite hangs after upgrading from 6.1 to 7.0,48468,open,2023-06-14T08:26:54Z,2023-08-05T21:12:17Z,,https://github.com/rails/rails/issues/48468,['more-information-needed'],krebbl,12
Suggested CSP nonce generator doesn't work the first time a page is loaded,48463,open,2023-06-13T20:24:17Z,2023-06-18T07:04:44Z,,https://github.com/rails/rails/issues/48463,['actionpack'],olbrich,4
ActiveRecord::Store 7 unexpacted behaviour,48461,closed,2023-06-13T11:08:21Z,2023-06-13T12:41:20Z,2023-06-13T12:41:20Z,https://github.com/rails/rails/issues/48461,[],dixent,4
Rails should have `lib/generators` in autoload path.,48459,open,2023-06-12T18:43:33Z,2023-06-13T00:16:35Z,,https://github.com/rails/rails/issues/48459,[],bradgessler,1
Rails 6: `connection_pool.rb` segmentation faul,48458,closed,2023-06-12T15:05:58Z,2023-06-15T01:32:58Z,2023-06-12T15:49:43Z,https://github.com/rails/rails/issues/48458,[],DaniG2k,3
`actioncacle integration` CI have been failing since https://buildkite.com/rails/rails/builds/97055,48453,closed,2023-06-11T23:29:46Z,2023-06-12T23:18:39Z,2023-06-12T23:18:39Z,https://github.com/rails/rails/issues/48453,"['actioncable', 'ci issues']",yahonda,2
Foreign Keys on create_table does not work when using `foreign_key: { to_table: name }`,48452,closed,2023-06-11T22:27:33Z,2023-06-11T22:42:43Z,2023-06-11T22:42:42Z,https://github.com/rails/rails/issues/48452,[],vinibispo,1
Additional Query incase of Uniqueness validation for Encrypted Attribute,48445,open,2023-06-11T10:21:49Z,2023-06-12T15:01:18Z,,https://github.com/rails/rails/issues/48445,"['activerecord', 'encryption']",iamradioactive,1
Unexpected relation call after using reload method,48441,open,2023-06-10T19:42:36Z,2023-06-25T19:55:25Z,,https://github.com/rails/rails/issues/48441,['activerecord'],SzymonJoszko,0
I would like `Nokogiri` to be installed only for those who need it through bundle install.,48439,closed,2023-06-10T11:33:55Z,2023-06-12T08:26:13Z,2023-06-12T08:26:13Z,https://github.com/rails/rails/issues/48439,[],keisukeYamagishi,4
ActionCable adapter for MongoDB,48438,closed,2023-06-10T10:48:15Z,2023-06-12T08:37:37Z,2023-06-12T08:37:37Z,https://github.com/rails/rails/issues/48438,[],reiz,1
Pattern matching for ActionController::Parameters,48429,closed,2023-06-09T05:45:22Z,2023-06-09T21:16:19Z,2023-06-09T21:16:19Z,https://github.com/rails/rails/issues/48429,[],Timmitry,1
Translations for active record model not working,48424,closed,2023-06-08T15:42:54Z,2023-06-08T19:22:05Z,2023-06-08T17:58:25Z,https://github.com/rails/rails/issues/48424,[],theobarango,6
Virtual stored columns should return new values on update,48423,open,2023-06-08T14:02:05Z,2023-06-25T18:12:41Z,,https://github.com/rails/rails/issues/48423,['activerecord'],abaldwin88,1
ActiveRecord sends instrumentations to the wrong notifier,48422,open,2023-06-08T12:01:28Z,2023-06-08T12:04:53Z,,https://github.com/rails/rails/issues/48422,[],sled,0
Errors when running tests with newer minitest,48421,closed,2023-06-08T10:12:21Z,2023-06-08T13:36:30Z,2023-06-08T13:36:25Z,https://github.com/rails/rails/issues/48421,[],pvalena,6
Type of keys returned by grouped count inconsistent after 7.0.5,48420,open,2023-06-08T09:36:12Z,2023-06-28T19:27:53Z,,https://github.com/rails/rails/issues/48420,"['activerecord', 'With reproduction steps']",thefloweringash,3
Enumerable#many? with block changed behaviour,48411,closed,2023-06-06T20:43:56Z,2023-06-06T22:03:34Z,2023-06-06T22:03:34Z,https://github.com/rails/rails/issues/48411,[],mikevoets,0
"""base"" included in errors.full_messages for autosave'd models",48408,closed,2023-06-06T18:04:18Z,2023-06-30T17:39:18Z,2023-06-07T02:14:07Z,https://github.com/rails/rails/issues/48408,"['activerecord', 'attached PR']",anthonykaufman,2
Incorrectly formed paths can be called in Integration tests,48403,open,2023-06-06T04:18:22Z,2023-06-10T23:18:54Z,,https://github.com/rails/rails/issues/48403,['actionpack'],ghiculescu,2
Link headers generated by Rails may exceed nginx's upstream limit,48402,closed,2023-06-06T00:14:25Z,2023-06-07T09:19:36Z,2023-06-07T09:19:36Z,https://github.com/rails/rails/issues/48402,"['actionview', 'attached PR']",nateberkopec,1
Activesupport Dependency Inclusion Results in NameError,48401,closed,2023-06-05T21:57:08Z,2023-06-05T22:04:55Z,2023-06-05T22:04:54Z,https://github.com/rails/rails/issues/48401,[],dm8302,1
Should Active Record disable prepared statements if QueryLogs are enabled?,48398,closed,2023-06-05T15:21:01Z,2023-07-03T10:39:35Z,2023-07-03T10:39:35Z,https://github.com/rails/rails/issues/48398,['activerecord'],casperisfine,0
On Windows machines using Rails 6 or 7 (tested both) you can not run rails credentials:edit if the Windows username has a space in it.,48392,closed,2023-06-03T20:47:33Z,2023-06-12T03:56:47Z,2023-06-12T03:56:47Z,https://github.com/rails/rails/issues/48392,[],Milella,7
Rails cache Entry expired_at and expired_in confusion,48391,closed,2023-06-03T03:07:31Z,2023-06-03T16:34:50Z,2023-06-03T08:50:22Z,https://github.com/rails/rails/issues/48391,[],dawei-nava,1
Action View: Failure: TranslationHelperTest#test_raise_arg_overrides_raise_config_option ,48387,closed,2023-06-02T22:42:08Z,2023-06-03T01:38:51Z,2023-06-03T01:38:51Z,https://github.com/rails/rails/issues/48387,"['actionview', 'attached PR']",zzak,3
Feature: Configuring ActionMailer to only rake IPv4 adresses from DNS,48382,closed,2023-06-02T13:39:22Z,2023-06-09T22:10:14Z,2023-06-09T22:10:14Z,https://github.com/rails/rails/issues/48382,[],zedtux,1
create_or_find_by not preventing race condition,48379,closed,2023-06-02T10:29:31Z,2023-06-06T13:45:55Z,2023-06-05T16:47:30Z,https://github.com/rails/rails/issues/48379,['activerecord'],mbajur,7
New version of i18n is breaking action_view translation test,48377,closed,2023-06-02T08:00:06Z,2023-06-05T01:15:17Z,2023-06-05T01:15:17Z,https://github.com/rails/rails/issues/48377,['actionview'],guilleiguaran,4
Server-Timings reported for partials are incorrect (too high) when nested partials are used,48375,open,2023-06-02T07:06:49Z,2023-06-05T16:49:07Z,,https://github.com/rails/rails/issues/48375,"['actionpack', 'actionview']",tgaff,1
Rails 6.1.x `rails new; rake assets:precompile` is broken,48372,open,2023-06-01T22:32:07Z,2023-08-03T09:48:33Z,,https://github.com/rails/rails/issues/48372,[],schneems,7
Add support for Brotli compression to ActiveSupport::Cache::Store,48368,closed,2023-06-01T13:14:37Z,2023-06-02T08:01:21Z,2023-06-02T08:01:21Z,https://github.com/rails/rails/issues/48368,[],pawurb,2
`where!(...)` condition is ignored when applied on a query started via association ,48366,open,2023-06-01T12:28:08Z,2023-06-12T10:46:15Z,,https://github.com/rails/rails/issues/48366,['activerecord'],pjpires,2
How to permit 2D array in strong parameters?,48361,closed,2023-06-01T05:45:35Z,2023-06-02T21:00:55Z,2023-06-02T21:00:55Z,https://github.com/rails/rails/issues/48361,[],Baozi2,1
Add a Rails Way to get all foreign_keys from a model,48359,closed,2023-05-31T21:30:41Z,2023-06-02T16:39:17Z,2023-06-02T08:03:44Z,https://github.com/rails/rails/issues/48359,[],victorlcampos,6
Type Conversion of Environment Variables in Redis Cache Configuration,48352,closed,2023-05-31T14:09:11Z,2023-06-02T14:30:01Z,2023-06-02T14:30:01Z,https://github.com/rails/rails/issues/48352,['activesupport'],okabe-yuya,0
[Question] any plan to support `load_async()` with `ActiveRecord::Base.connected_to` ?,48351,open,2023-05-31T09:56:27Z,2023-06-06T16:33:40Z,,https://github.com/rails/rails/issues/48351,['activerecord'],r-plus,8
Setting a postgres timestamptz attribute sets the value's timezone to UTC,48346,closed,2023-05-30T20:26:13Z,2023-08-02T11:18:29Z,2023-05-31T18:10:49Z,https://github.com/rails/rails/issues/48346,"['activerecord', 'attached PR', 'PostgreSQL']",stex,2
"Lazy evaluation breaks ActiveRecord::Relation scoping, with the potential for data leaks",48345,closed,2023-05-30T11:26:57Z,2023-06-05T16:44:13Z,2023-06-02T21:29:15Z,https://github.com/rails/rails/issues/48345,[],Qqwy,4
I am using rails 7 importmap but error is generated javascript function is not defined on custom js file,48344,closed,2023-05-30T10:06:55Z,2023-06-02T20:57:01Z,2023-06-02T20:57:00Z,https://github.com/rails/rails/issues/48344,[],weeggs,1
ActiveSupport::Inflector.humanize changes it's behaviour in Rails 7+,48343,closed,2023-05-30T08:42:22Z,2023-05-31T06:04:04Z,2023-05-31T06:04:04Z,https://github.com/rails/rails/issues/48343,['activesupport'],senid231,2
Rails cache prefix is not properly configured for isolated caching during parallel tests.,48341,open,2023-05-30T05:10:08Z,2023-06-24T19:18:00Z,,https://github.com/rails/rails/issues/48341,['activesupport'],rbroemeling,20
Unexpected alias added by where.missing(...) in v7.0.5,48334,closed,2023-05-29T10:34:26Z,2023-05-30T13:27:50Z,2023-05-30T13:27:50Z,https://github.com/rails/rails/issues/48334,['activerecord'],tmimura39,1
has_one relation start deleting existing record even when new record failed passing validation,48330,closed,2023-05-29T06:50:08Z,2023-06-30T03:11:14Z,2023-06-08T07:40:31Z,https://github.com/rails/rails/issues/48330,['activerecord'],nov,23
"SyntaxError in an autoloading class referenced from a view causes ""TypeError: Thread::Backtrace::Location object expected""",48326,open,2023-05-29T04:10:01Z,2023-05-30T17:33:38Z,,https://github.com/rails/rails/issues/48326,['actionview'],zarqman,0
Decrementing counter_cache column fails when optimistic locking is enabled.,48320,closed,2023-05-28T11:28:07Z,2023-05-30T07:45:58Z,2023-05-30T07:45:58Z,https://github.com/rails/rails/issues/48320,['activerecord'],walterhorstman,0
Exceptions in ERB templates not rendering correctly depending on surrounding context,48319,closed,2023-05-28T00:24:48Z,2023-06-01T19:08:59Z,2023-06-01T19:08:59Z,https://github.com/rails/rails/issues/48319,['actionview'],zarqman,0
Incorrect HTML generation when calling a partial recursively many times,48318,closed,2023-05-27T20:44:00Z,2023-06-03T00:54:47Z,2023-06-03T00:54:43Z,https://github.com/rails/rails/issues/48318,['actionview'],pyridine,5
SanitizeHelperTest#test_sanitized_allowed_tags_class_method and #test_sanitized_allowed_attributes_class_method failing,48313,closed,2023-05-26T22:31:24Z,2023-05-28T03:28:25Z,2023-05-28T03:28:25Z,https://github.com/rails/rails/issues/48313,"['actionview', 'attached PR', 'With reproduction steps', 'ci issues']",zzak,6
Using the associated method together with the pluck method results in a database error with rails 7.0.5,48307,closed,2023-05-26T08:36:13Z,2023-05-26T08:47:10Z,2023-05-26T08:47:10Z,https://github.com/rails/rails/issues/48307,[],VelidAganovic,1
Migration removes default_function,48304,closed,2023-05-25T23:25:33Z,2023-05-26T14:23:18Z,2023-05-26T14:23:18Z,https://github.com/rails/rails/issues/48304,['activerecord'],vinibispo,0
attributes_before_type_cast is not working with accepts_nested_attributes_for and has_many association,48301,open,2023-05-25T19:57:11Z,2023-05-25T19:57:11Z,,https://github.com/rails/rails/issues/48301,[],mateusnava,0
"ActionCable sporadically fails to confirm subscribe because the subscription ""already exists""",48292,open,2023-05-24T17:43:44Z,2023-07-11T16:34:15Z,,https://github.com/rails/rails/issues/48292,['actioncable'],shoffing,3
after_commit callbacks not run when destroy is called twice inside a transaction,48291,closed,2023-05-24T16:00:10Z,2023-05-26T18:00:59Z,2023-05-26T18:00:59Z,https://github.com/rails/rails/issues/48291,[],ryanhertz,1
`delegate` does not allow setters with multiple arguments,48289,closed,2023-05-24T11:46:43Z,2023-05-25T12:10:38Z,2023-05-25T12:04:29Z,https://github.com/rails/rails/issues/48289,['activesupport'],richard-kramer,2
ActiveJob's perform_now with retry_on leads to confusing behavior,48281,closed,2023-05-23T10:33:19Z,2023-05-24T13:30:13Z,2023-05-24T13:30:13Z,https://github.com/rails/rails/issues/48281,[],eric-christian,2
What should the behaviour of ActiveSupport::CurrentAttributes be with isolation_level = :fiber?,48279,closed,2023-05-23T01:23:05Z,2023-06-01T07:13:26Z,2023-05-25T12:10:50Z,https://github.com/rails/rails/issues/48279,[],KJTsanaktsidis,3
Rails new succeeds (exit status zero) even when it does not bundle install Redis,48278,open,2023-05-22T20:33:14Z,2023-05-22T22:35:53Z,,https://github.com/rails/rails/issues/48278,"['railties', 'With reproduction steps']",schneems,3
Add 'back to top' links to all linked headings,48277,closed,2023-05-22T20:25:59Z,2023-06-01T16:12:14Z,2023-06-01T08:54:12Z,https://github.com/rails/rails/issues/48277,['good first issue'],msucorey,6
