Issue Title,Issue Number,State,Created At,Updated At,Closed At,URL,Labels,Author,Comments
[railties] 2 errors in test/engine/commands_test.rb when run in PTY-less environment,47656,closed,2023-03-13T13:33:49Z,2023-05-16T11:02:03Z,2023-04-15T04:46:15Z,https://github.com/rails/rails/issues/47656,[],Apteryks,3
[Documentation] Continued Tutorial Series? Starting from the primary guide at: https://guides.rubyonrails.org/getting_started.html,47645,closed,2023-03-12T17:54:43Z,2023-03-30T11:44:33Z,2023-03-13T23:26:19Z,https://github.com/rails/rails/issues/47645,[],rubyFeedback,2
"Uncaught request-level errors should be logged as :error, not :fatal",47643,closed,2023-03-11T21:11:10Z,2023-06-27T17:17:47Z,2023-06-27T17:17:47Z,https://github.com/rails/rails/issues/47643,"['actionpack', 'attached PR']",jakerobb,2
`CacheStoreSettingTest#test_mem_cache_fragment_cache_store_with_given_mem_cache` shows warning,47628,closed,2023-03-10T02:27:04Z,2023-03-13T13:01:49Z,2023-03-13T13:01:49Z,https://github.com/rails/rails/issues/47628,"['activesupport', 'ci issues']",yahonda,0
OptionMergerTest#test_method_with_options_copies_options_when_options_are_missing fails with Ruby 3.3.0dev,47627,closed,2023-03-10T01:40:01Z,2023-03-15T23:54:47Z,2023-03-15T23:54:47Z,https://github.com/rails/rails/issues/47627,"['activesupport', 'ci issues']",yahonda,5
Querying deterministically encrypted attributes with multiple values is not returning results,47626,closed,2023-03-09T23:58:22Z,2023-04-01T06:50:40Z,2023-04-01T06:49:10Z,https://github.com/rails/rails/issues/47626,[],cover,4
`delegate` to Module does not work when using an implicit block.,47624,closed,2023-03-09T22:51:51Z,2023-04-16T11:33:34Z,2023-04-16T11:33:34Z,https://github.com/rails/rails/issues/47624,['With reproduction steps'],lsylvester,2
Executing SQL query errors out with ActiveRecord::StatementInvalid when including a single line comment in a subquery,47618,closed,2023-03-09T20:03:25Z,2023-03-27T23:25:14Z,2023-03-10T14:28:53Z,https://github.com/rails/rails/issues/47618,[],mcilhenny-workable,3
actioncable test suite errors: NoMethodError: undefined method `strings' for Puma::Events:Class,47617,closed,2023-03-09T19:51:59Z,2023-03-09T23:50:36Z,2023-03-09T23:50:36Z,https://github.com/rails/rails/issues/47617,[],Apteryks,1
actionpack multiple test failures,47615,closed,2023-03-09T16:57:45Z,2023-06-26T14:57:58Z,2023-06-26T14:57:58Z,https://github.com/rails/rails/issues/47615,"['actionpack', 'stale']",Apteryks,6
if_exists on drop_table migration command does not make migration reversible,47614,closed,2023-03-09T15:41:06Z,2023-03-31T15:03:18Z,2023-03-31T12:25:35Z,https://github.com/rails/rails/issues/47614,['activerecord'],dmilburn,6
ActiveRecord returning wrong string representation of interval,47612,closed,2023-03-09T10:39:05Z,2023-03-09T11:05:17Z,2023-03-09T11:05:16Z,https://github.com/rails/rails/issues/47612,[],hassan-allocator,1
Broadcast_to should respect subdomain,47611,closed,2023-03-09T08:32:57Z,2023-03-09T09:25:16Z,2023-03-09T09:25:15Z,https://github.com/rails/rails/issues/47611,[],quadlol,1
Having more than one secret key on the same development machine,47608,closed,2023-03-08T19:47:55Z,2023-03-09T09:59:53Z,2023-03-08T23:00:12Z,https://github.com/rails/rails/issues/47608,[],josephmo,3
"Rails 7 - ActiveSupport Cache raises ""Zlib::DataError: incorrect header check""",47601,closed,2023-03-08T06:08:31Z,2023-05-07T09:00:04Z,2023-05-07T09:00:04Z,https://github.com/rails/rails/issues/47601,"['activesupport', 'With reproduction steps']",shivabhusal,4
`has_secure_password` should validate 72 bytes max for multi-byte non-Latin characters,47600,closed,2023-03-08T03:12:15Z,2023-04-20T17:35:50Z,2023-04-20T04:49:01Z,https://github.com/rails/rails/issues/47600,['attached PR'],clairity,1
add_foreign_key should support composite primary_key,47593,open,2023-03-07T13:08:27Z,2023-05-07T09:01:12Z,,https://github.com/rails/rails/issues/47593,"['activerecord', 'attached PR']",jiridenteo,12
`.references` with an unknown table makes all associations to be eager loaded,47588,closed,2023-03-06T16:38:19Z,2023-06-25T10:07:15Z,2023-06-25T10:07:15Z,https://github.com/rails/rails/issues/47588,"['activerecord', 'stale']",blanquer,5
Overridden Time.at method doesn't support `in` keyword argument,47586,closed,2023-03-06T13:02:56Z,2023-03-30T17:53:18Z,2023-03-07T00:12:41Z,https://github.com/rails/rails/issues/47586,['activesupport'],andrykonchin,6
The action: option specified for a route under scope with action: is ignored,47576,open,2023-03-04T15:25:05Z,2023-03-27T05:58:04Z,,https://github.com/rails/rails/issues/47576,"['attached PR', 'With reproduction steps']",YusukeTakeuchi,0
Inverses are not properly set for belongs_to associations using foreign keys and scopes,47574,open,2023-03-03T23:17:35Z,2023-03-26T22:10:22Z,,https://github.com/rails/rails/issues/47574,"['activerecord', 'attached PR', 'With reproduction steps']",andrewberls,1
ArgumentError when calling Time methods with kwargs on an ActiveSupport::TimeWithZone in Ruby 3,47572,closed,2023-03-03T16:38:41Z,2023-03-03T23:02:50Z,2023-03-03T23:02:50Z,https://github.com/rails/rails/issues/47572,[],tony-pizza,0
Support for combining structurally incompatible relations with `and`,47571,open,2023-03-03T13:45:15Z,2023-05-07T09:07:15Z,,https://github.com/rails/rails/issues/47571,"['activerecord', 'attached PR']",maxnotarangelo,0
Issues when editing non-default environment credentials,47570,closed,2023-03-03T13:05:37Z,2023-03-14T21:38:56Z,2023-03-12T21:58:28Z,https://github.com/rails/rails/issues/47570,['railties'],morgoth,9
Deterministically encrypted attributes add unwanted queries when other attributes are uniquely validated,47562,closed,2023-03-02T20:35:45Z,2023-03-03T08:25:54Z,2023-03-03T04:41:55Z,https://github.com/rails/rails/issues/47562,"['activerecord', 'duplicate']",zhuravel,2
ActiveStorage Proxy fails on Puma with: undefined method `to_ary',47561,closed,2023-03-02T19:42:07Z,2023-06-12T19:37:16Z,2023-06-11T19:43:05Z,https://github.com/rails/rails/issues/47561,['activestorage'],rgarver,13
Attempting to save duplicate records with has_many_inversing enabled leads to SQL error,47559,open,2023-03-02T19:01:03Z,2023-07-04T12:13:21Z,,https://github.com/rails/rails/issues/47559,"['activerecord', 'With reproduction steps']",jhottenstein,2
`belongs_to` relation SQL merges with and overwrites the `default_scope`,47558,open,2023-03-02T16:11:47Z,2023-06-01T14:13:19Z,,https://github.com/rails/rails/issues/47558,['activerecord'],JeremyC-za,2
`counter_cache` is double incremented with disabled partial_inserts.,47555,open,2023-03-02T14:12:22Z,2023-08-04T21:11:15Z,,https://github.com/rails/rails/issues/47555,"['activerecord', 'With reproduction steps']",konalegi,3
Sometimes `create_association` does not delete existing records,47554,closed,2023-03-02T09:57:40Z,2023-03-02T10:34:11Z,2023-03-02T10:32:45Z,https://github.com/rails/rails/issues/47554,[],willnet,1
Exclude certain files from CSS compressor,47553,closed,2023-03-02T06:28:26Z,2023-03-05T15:47:10Z,2023-03-05T15:38:12Z,https://github.com/rails/rails/issues/47553,[],the-pulli,6
Hash#from_xml fails with LoadErrors on Ruby 3+,47549,closed,2023-03-01T21:29:25Z,2023-03-08T10:00:57Z,2023-03-03T00:54:46Z,https://github.com/rails/rails/issues/47549,[],alimi,10
"AppGeneratorTest get errors `Your Ruby version is 3.3.0.dev, but your Gemfile specified 3.3.0`",47542,closed,2023-02-28T23:54:37Z,2023-03-14T03:10:16Z,2023-03-14T03:10:16Z,https://github.com/rails/rails/issues/47542,['railties'],yahonda,1
Update_all with join ,47540,closed,2023-02-28T21:09:26Z,2023-04-05T10:40:48Z,2023-03-15T00:04:27Z,https://github.com/rails/rails/issues/47540,['more-information-needed'],dawidof,3
"Single-Table Inheritance with attribute on sub-class, raises after `becomes` sub-class",47538,closed,2023-02-28T20:32:10Z,2023-03-07T16:16:24Z,2023-03-07T16:16:24Z,https://github.com/rails/rails/issues/47538,['activerecord'],jrochkind,3
ActionDispatch::SSL middleware fails when using Rack >=3 and there are multiple cookies,47535,closed,2023-02-28T16:13:13Z,2023-03-13T17:54:11Z,2023-03-13T17:54:10Z,https://github.com/rails/rails/issues/47535,"['actionpack', 'With reproduction steps']",marcospereira,0
saved_changes from ActiveRecord::Dirty does not include some changes on nested attributes,47521,open,2023-02-27T19:50:37Z,2023-05-31T14:21:23Z,,https://github.com/rails/rails/issues/47521,"['activerecord', 'With reproduction steps']",Tao-Galasse,5
Eager loading with relations causes touch (touch_later) option not to always work,47501,closed,2023-02-25T00:10:17Z,2023-06-30T23:20:23Z,2023-02-25T00:26:43Z,https://github.com/rails/rails/issues/47501,[],albertski,1
`ActiveRecord::StrictLoadingViolationError` raised on `has_one :through` associations,47498,open,2023-02-24T17:40:08Z,2023-06-29T18:55:16Z,,https://github.com/rails/rails/issues/47498,['activerecord'],MatheusRich,3
Image is not saving to Active Storage on Create but it is on Update,47470,closed,2023-02-23T01:23:47Z,2023-03-03T01:11:08Z,2023-02-23T22:50:21Z,https://github.com/rails/rails/issues/47470,[],kendallcarey,4
Active Job Resque adapter test failures on Ruby 3.3,47469,closed,2023-02-23T00:03:23Z,2023-02-23T00:29:28Z,2023-02-23T00:29:28Z,https://github.com/rails/rails/issues/47469,['activejob'],zzak,4
Avoid second query on in_batches.pluck,47462,open,2023-02-22T17:34:41Z,2023-05-24T19:27:09Z,,https://github.com/rails/rails/issues/47462,['activerecord'],sobrinho,14
Lower case HTTP headers when rails serves files,47456,closed,2023-02-22T09:27:10Z,2023-02-26T10:16:06Z,2023-02-26T10:03:56Z,https://github.com/rails/rails/issues/47456,['actionpack'],stac47,7
ActiveSupport::LogSubscriber logger with a symbol for a level raises error (new 7.1.0alpha error),47451,closed,2023-02-21T23:20:07Z,2023-02-24T04:17:36Z,2023-02-24T04:17:36Z,https://github.com/rails/rails/issues/47451,['attached PR'],bmad,1
ActionView::Template::Error: undefined method after recent ActiveView changes,47449,closed,2023-02-21T21:34:37Z,2023-03-30T21:38:18Z,2023-03-30T21:38:18Z,https://github.com/rails/rails/issues/47449,"['actionview', 'With reproduction steps']",charlesobrien,2
Main recently broke TagHelpers in Haml v5,47443,closed,2023-02-20T19:59:07Z,2023-06-01T19:45:27Z,2023-06-01T19:45:27Z,https://github.com/rails/rails/issues/47443,"['third party issue', 'actionview', 'stale']",kyrofa,13
Revert use of Volta for Dockerfile,47441,closed,2023-02-20T13:43:44Z,2023-02-22T14:15:24Z,2023-02-22T14:15:24Z,https://github.com/rails/rails/issues/47441,[],dhh,1
Can't create a new app with rails `7.0.4.2`,47440,closed,2023-02-20T13:03:37Z,2023-02-20T13:18:14Z,2023-02-20T13:18:14Z,https://github.com/rails/rails/issues/47440,[],remy727,1
rails new --dev not working,47435,closed,2023-02-20T05:45:19Z,2023-03-24T09:26:31Z,2023-03-24T09:26:30Z,https://github.com/rails/rails/issues/47435,"['railties', 'attached PR']",zzak,3
rake guides:generate:html fails since 72abd6357d7909c15a460c716840159e5bb97ac7,47433,closed,2023-02-20T00:33:18Z,2023-02-21T07:01:45Z,2023-02-21T07:01:45Z,https://github.com/rails/rails/issues/47433,['actionview'],yahonda,3
accepts_nested_attributes_for does not set ActiveRecord_Associations_CollectionProxy instance cache for unpersisted records until it is called using to_a,47426,open,2023-02-17T17:26:02Z,2023-05-19T08:43:07Z,,https://github.com/rails/rails/issues/47426,"['activerecord', 'With reproduction steps']",sampatbadhe,2
Default translation loses html_safe? marking,47421,closed,2023-02-17T11:00:38Z,2023-04-26T10:46:28Z,2023-04-26T10:46:22Z,https://github.com/rails/rails/issues/47421,['third party issue'],sled,3
Use of ActiveSupport::ForkTrace::check! in ActiveRecord::ConnectionAdapters::PoolConfig#pool causes the `getpid` syscall to be called excessively in production,47418,closed,2023-02-16T14:43:50Z,2023-02-20T08:26:48Z,2023-02-20T08:26:48Z,https://github.com/rails/rails/issues/47418,"['activerecord', 'attached PR']",dalehamel,1
Change from Gem.ruby_version to RUBY_VERSION,47417,closed,2023-02-16T14:38:24Z,2023-02-17T02:52:26Z,2023-02-17T02:52:25Z,https://github.com/rails/rails/issues/47417,[],rubys,7
Track yarn version,47416,open,2023-02-16T14:38:21Z,2023-05-17T15:22:54Z,,https://github.com/rails/rails/issues/47416,[],rubys,1
" Fix ruby version check (needs a string, not a Gem::Version instance) ",47415,closed,2023-02-16T14:38:18Z,2023-02-23T09:10:51Z,2023-02-23T09:10:51Z,https://github.com/rails/rails/issues/47415,[],rubys,0
Check for db:prepare success before starting rails server via Dockerfile,47414,closed,2023-02-16T14:38:15Z,2023-02-24T16:18:33Z,2023-02-24T16:18:33Z,https://github.com/rails/rails/issues/47414,[],rubys,1
IRB Corruption rails console - (Object doesn't support #inspect) ,47413,closed,2023-02-16T12:25:10Z,2023-03-03T16:30:40Z,2023-03-03T06:15:01Z,https://github.com/rails/rails/issues/47413,['more-information-needed'],JohnDBR,4
Dockerfile: Volta currently only provides pre-built binaries for x86_64 architectures,47407,closed,2023-02-15T17:42:18Z,2023-02-23T03:28:12Z,2023-02-23T03:28:12Z,https://github.com/rails/rails/issues/47407,[],javierav,2
Using deep_transform_keys(&:to_sym) on unsafe strong parameters hash gives keys as Strings,47406,closed,2023-02-15T17:15:11Z,2023-02-16T09:50:17Z,2023-02-16T09:50:16Z,https://github.com/rails/rails/issues/47406,[],rgisiger,2
Psych not parsing new installion of Rails database.yml correctly,47404,closed,2023-02-15T16:23:48Z,2023-02-15T23:32:05Z,2023-02-15T23:32:04Z,https://github.com/rails/rails/issues/47404,[],vinnyFD,1
SQLite3Adapter: `autoincrement` declaration lost on execution of `#alter_table`,47400,closed,2023-02-15T14:31:39Z,2023-02-27T16:11:09Z,2023-02-27T16:11:09Z,https://github.com/rails/rails/issues/47400,"['activerecord', 'attached PR']",gulaschsippl,3
Yarn cannot use latest versions automatically due to hyphens,47390,closed,2023-02-14T19:11:14Z,2023-02-19T05:05:15Z,2023-02-19T05:05:14Z,https://github.com/rails/rails/issues/47390,[],joao-esteves,2
TLS Version used,47388,closed,2023-02-14T15:19:51Z,2023-02-14T16:26:39Z,2023-02-14T16:26:39Z,https://github.com/rails/rails/issues/47388,[],vsolari,1
Support processing active storage variants eagerly,47387,closed,2023-02-14T10:20:19Z,2023-02-23T09:44:19Z,2023-02-14T21:17:15Z,https://github.com/rails/rails/issues/47387,['activestorage'],shouichi,5
"ActiveStorage ""index_active_storage_blobs_on_key"" should be ""index_active_storage_blobs_on_key_and_service_name""",47382,open,2023-02-13T22:20:27Z,2023-05-20T22:58:22Z,,https://github.com/rails/rails/issues/47382,['activestorage'],weilandia,3
Using `ActionCable::Channel::TestCase` causes NameError: `TestServer` is missing,47377,closed,2023-02-13T14:46:04Z,2023-03-03T22:47:57Z,2023-03-03T22:47:57Z,https://github.com/rails/rails/issues/47377,"['attached PR', 'actioncable']",yykamei,0
Ruby 3.2.0 actionmailer backports have not been released in 6.1.7.1 and 6.1.7.2,47375,closed,2023-02-13T08:22:40Z,2023-02-13T10:13:44Z,2023-02-13T10:13:44Z,https://github.com/rails/rails/issues/47375,[],d4rky-pl,2
ActiveRecord_Associations_CollectionProxy instance seems to be cached once it is referred before saving,47373,closed,2023-02-13T05:52:00Z,2023-02-17T01:45:30Z,2023-02-17T01:45:30Z,https://github.com/rails/rails/issues/47373,[],Naoya9922,1
Link to SQL Reference guide,47369,closed,2023-02-12T00:28:37Z,2023-02-14T07:12:30Z,2023-02-14T07:12:30Z,https://github.com/rails/rails/issues/47369,"['docs', 'good first issue']",zzak,1
Database.yml doesn't allow sharing multiple/3-tier database options,47367,closed,2023-02-11T22:46:11Z,2023-02-22T15:24:15Z,2023-02-22T15:24:15Z,https://github.com/rails/rails/issues/47367,['activerecord'],jasonkarns,3
Rails 7.0.4 fails with rails new blog,47363,closed,2023-02-11T08:23:02Z,2023-02-13T02:21:35Z,2023-02-11T16:43:27Z,https://github.com/rails/rails/issues/47363,[],vladsf,3
"ActiveRecord 5.2.8.1 uses incorrect parameters for YAML.safe_load, thereby requiring ruby 2.6",47362,closed,2023-02-11T01:14:24Z,2023-02-12T23:58:12Z,2023-02-12T23:58:12Z,https://github.com/rails/rails/issues/47362,[],matthewhively,1
`ActiveSupport::SafeBuffer` substring html-safety,47361,closed,2023-02-10T21:39:26Z,2023-07-24T22:57:29Z,2023-07-24T22:57:29Z,https://github.com/rails/rails/issues/47361,"['activesupport', 'pinned']",flavorjones,9
Inconsistent scoping rules for `all queries: true` scopes and `#reload`,47357,open,2023-02-10T17:28:44Z,2023-06-20T04:54:13Z,,https://github.com/rails/rails/issues/47357,"['activerecord', 'attached PR']",pjambet,1
"rails db:rollback failed when use postgresql and ""user"" table",47346,closed,2023-02-10T02:29:34Z,2023-02-17T14:01:47Z,2023-02-17T14:01:47Z,https://github.com/rails/rails/issues/47346,"['activerecord', 'attached PR']",paihu,2
Inconsistent HTML safe string behaviour between string slice functions,47343,closed,2023-02-09T20:47:03Z,2023-02-09T21:24:10Z,2023-02-09T21:24:10Z,https://github.com/rails/rails/issues/47343,[],ggmichaelgo,0
Broken serialization for Active Record  `Class` attributes,47338,closed,2023-02-09T15:29:50Z,2023-05-18T11:00:13Z,2023-05-18T11:00:13Z,https://github.com/rails/rails/issues/47338,['activerecord'],jorgemanrubia,3
ActionView::Helpers::TextHelper # highlight is performing slow with either large text or multiple matches,47337,closed,2023-02-09T14:48:58Z,2023-02-10T16:08:36Z,2023-02-10T16:08:36Z,https://github.com/rails/rails/issues/47337,"['actionview', 'attached PR']",stillhart,1
Incorrect subquery for a polymorphic `has_one` association,47335,closed,2023-02-09T11:57:18Z,2023-06-02T07:58:11Z,2023-06-02T07:07:00Z,https://github.com/rails/rails/issues/47335,['activerecord'],janko,4
Error does not bubble up from invalid associated record to parent (more detailed),47334,open,2023-02-09T10:52:24Z,2023-08-04T21:11:31Z,,https://github.com/rails/rails/issues/47334,"['activerecord', 'With reproduction steps']",loqimean,2
Initializing a memcache store with a Dalli client using a namespace behaves differently,47323,closed,2023-02-08T22:12:52Z,2023-05-26T03:27:29Z,2023-05-26T03:27:29Z,https://github.com/rails/rails/issues/47323,"['activesupport', 'attached PR']",aledustet,6
Not allowed to use the `/assets` route,47297,closed,2023-02-07T20:44:04Z,2023-02-07T20:48:45Z,2023-02-07T20:48:44Z,https://github.com/rails/rails/issues/47297,[],StephenVNelson,1
[ Rails 6.1.4/7.0.4 & Ruby 3.1.2] Migration is failing to check index_exists?,47291,closed,2023-02-07T17:22:02Z,2023-02-08T18:27:00Z,2023-02-08T18:27:00Z,https://github.com/rails/rails/issues/47291,"['activerecord', 'attached PR']",Ramesh7,1
Checking if a date in an open date range loops forever when the range starts after the test date,47272,closed,2023-02-06T11:48:00Z,2023-02-08T18:20:29Z,2023-02-08T18:20:29Z,https://github.com/rails/rails/issues/47272,[],wilhelmsen,4
Ruby 3.2 Data class when serializing to JSON  becomes empty hash string,47267,closed,2023-02-06T07:36:03Z,2023-02-07T19:58:08Z,2023-02-07T19:58:08Z,https://github.com/rails/rails/issues/47267,"['activesupport', 'attached PR']",aglushkov,0
Rails new command help weird groupings,47258,closed,2023-02-05T23:32:04Z,2023-05-11T20:42:18Z,2023-05-10T01:26:40Z,https://github.com/rails/rails/issues/47258,['attached PR'],zzak,5
Rails 7 router can raise `NoMethodError (undefined method `names' for nil:NilClass)`,47244,open,2023-02-03T06:17:02Z,2023-05-19T23:45:55Z,,https://github.com/rails/rails/issues/47244,['routing'],engwan,8
Unable to run migrations on Ruby 3.2 with Rails 7.0.4.2 ,47233,closed,2023-02-02T19:17:56Z,2023-02-02T20:19:17Z,2023-02-02T20:10:56Z,https://github.com/rails/rails/issues/47233,[],ted-hanson,4
Redis cache store docs about hiredis seem outdated,47228,closed,2023-02-02T13:17:03Z,2023-02-02T18:31:57Z,2023-02-02T18:31:39Z,https://github.com/rails/rails/issues/47228,['docs'],RasimKhusaenov,7
7.0.4.x releases not cut from 7-0-stable? (Missing commits),47216,closed,2023-02-01T13:22:32Z,2023-02-01T14:07:30Z,2023-02-01T14:05:52Z,https://github.com/rails/rails/issues/47216,[],pboling,1
Confirmation dialog didn't showed up using `button_to` without turbo,47213,closed,2023-02-01T09:05:18Z,2023-02-18T14:13:43Z,2023-02-18T14:13:43Z,https://github.com/rails/rails/issues/47213,['more-information-needed'],rizlantamima,2
Regression between Rack 2 and Rack 3 when a param is `nil`,47207,closed,2023-01-31T21:04:03Z,2023-01-31T22:29:03Z,2023-01-31T22:29:03Z,https://github.com/rails/rails/issues/47207,[],ghiculescu,3
Rails 7 installation fails (undefined method action_mailer) when some components are excluded,47206,closed,2023-01-31T20:33:19Z,2023-02-01T14:36:54Z,2023-01-31T22:56:24Z,https://github.com/rails/rails/issues/47206,['railties'],ekortright,2
Thanks for the report. I also have reproduced this case using MariaDB 10.11.1. so I'd say this issue is a database specific issue.,47205,closed,2023-01-31T20:01:48Z,2023-01-31T20:13:32Z,2023-01-31T20:13:32Z,https://github.com/rails/rails/issues/47205,[],laboni999,0
PostgreSQLAdapterTest#test_only_check_for_insensitive_comparison_capability_once fails ,47203,closed,2023-01-31T13:38:00Z,2023-02-10T15:49:42Z,2023-02-10T15:49:42Z,https://github.com/rails/rails/issues/47203,"['activerecord', 'ci issues']",yahonda,4
Display broadcasted messages in case of failure: `assert_broadcast_on`,47202,closed,2023-01-31T12:26:43Z,2023-01-31T18:56:30Z,2023-01-31T16:28:39Z,https://github.com/rails/rails/issues/47202,['actioncable'],StephaneRob,3
no minimized tag support for the boolean attributes,47198,closed,2023-01-31T07:23:28Z,2023-02-03T08:47:24Z,2023-02-03T08:47:23Z,https://github.com/rails/rails/issues/47198,[],dhurba87,3
Speed up ActiveRecord::Relation#blank?,47195,closed,2023-01-31T03:47:50Z,2023-01-31T04:47:55Z,2023-01-31T04:47:55Z,https://github.com/rails/rails/issues/47195,['activerecord'],tracyloisel,1
Exact Active Record Encryption algorithm for manual decryption?,47190,closed,2023-01-30T12:33:10Z,2023-01-31T12:03:41Z,2023-01-30T14:54:25Z,https://github.com/rails/rails/issues/47190,[],RigoOnRails,4
MessageVerifier fails when only the serializer is rotated,47185,closed,2023-01-30T04:57:24Z,2023-02-13T17:46:27Z,2023-02-12T21:50:52Z,https://github.com/rails/rails/issues/47185,"['activesupport', 'attached PR']",ankane,4
`current_page?` wrong with root route,47184,open,2023-01-30T03:08:45Z,2023-02-10T03:09:03Z,,https://github.com/rails/rails/issues/47184,"['actionview', 'routing', 'attached PR']",user073,2
Multiple database config results in No connection pool for 'ActiveRecord::Base' found for the 'reading' role.,47182,closed,2023-01-29T22:40:29Z,2023-01-30T14:34:27Z,2023-01-30T14:34:27Z,https://github.com/rails/rails/issues/47182,[],figandbones,1
The eager load associations need check association scope ,47175,open,2023-01-29T04:08:06Z,2023-05-12T13:04:01Z,,https://github.com/rails/rails/issues/47175,['activerecord'],OuYangJinTing,4
Document other web server support for AC::Streaming,47173,open,2023-01-28T23:39:10Z,2023-05-19T08:35:47Z,,https://github.com/rails/rails/issues/47173,"['actionpack', 'docs', 'good first issue']",zzak,6
`Child` is created twice when `Parent has_one Child` and update `Parent` from `before_create` of `Child`.,47171,open,2023-01-28T23:29:19Z,2023-07-26T04:28:24Z,,https://github.com/rails/rails/issues/47171,"['activerecord', 'attached PR', 'With reproduction steps']",kyanagi,5
Suboptimal redirection and CSRF validation behavior when behind multiple reverse proxies,47152,closed,2023-01-26T02:58:51Z,2023-05-03T04:40:30Z,2023-05-03T04:40:30Z,https://github.com/rails/rails/issues/47152,['stale'],qnighy,1
"DateTime.commercial(year, week).week returns a off set week number",47141,closed,2023-01-25T19:41:58Z,2023-02-08T06:21:28Z,2023-01-25T22:02:20Z,https://github.com/rails/rails/issues/47141,[],TimFung93,2
Given a String sanitize_sql_for_order Sill Requires Calling `Arel.sql` on Its Return Value,47140,closed,2023-01-25T17:26:15Z,2023-01-25T18:20:09Z,2023-01-25T18:20:09Z,https://github.com/rails/rails/issues/47140,[],sshaw,1
"has_one multiple assignment, update lost ",47135,open,2023-01-25T12:37:18Z,2023-02-07T15:35:45Z,,https://github.com/rails/rails/issues/47135,"['activerecord', 'attached PR']",montdidier,3
ActiveRecord Query replace id with null,47134,closed,2023-01-25T03:55:28Z,2023-02-21T16:05:49Z,2023-02-21T16:05:49Z,https://github.com/rails/rails/issues/47134,"['activerecord', 'more-information-needed']",metripurari,4
number_to_human_size not returning the expected result,47131,closed,2023-01-25T02:22:42Z,2023-01-25T17:52:15Z,2023-01-25T04:17:00Z,https://github.com/rails/rails/issues/47131,['activesupport'],scratchoo,4
 Deprecation warnings with selenium-webdriver 4.8.0,47126,closed,2023-01-24T19:07:04Z,2023-01-24T20:51:48Z,2023-01-24T20:51:48Z,https://github.com/rails/rails/issues/47126,[],tomhughes,1
`COUNT(DISTINCT ..)` using a column name from `arel_table` returns incorrect result against MariaDB,47125,open,2023-01-24T18:04:01Z,2023-01-31T13:03:59Z,,https://github.com/rails/rails/issues/47125,"['activerecord', 'attached PR']",kwojcik,1
NoMethodError in custom model setter,47123,closed,2023-01-24T16:46:45Z,2023-01-24T18:41:04Z,2023-01-24T16:51:51Z,https://github.com/rails/rails/issues/47123,[],Alagaesia93,3
use bundle exec rails assets:precompile in docker error,47122,closed,2023-01-24T15:19:14Z,2023-01-24T15:22:56Z,2023-01-24T15:22:55Z,https://github.com/rails/rails/issues/47122,[],Banstein,1
v6.1.7.1 missing action mailbox changes present in 6.1-stable,47114,closed,2023-01-23T14:54:26Z,2023-01-24T02:20:50Z,2023-01-23T16:25:49Z,https://github.com/rails/rails/issues/47114,[],softr8,2
Mysql2AdapterTest#test_warnings_do_not_change_returned_value_of_exec_(update|delete) fails take 2,47113,closed,2023-01-23T09:35:33Z,2023-01-23T20:21:47Z,2023-01-23T20:21:47Z,https://github.com/rails/rails/issues/47113,"['activerecord', 'ci issues']",yahonda,1
test_autosave_new_record_with_after_create_callback_and_habtm_association fails,47112,closed,2023-01-23T09:28:44Z,2023-01-24T02:21:55Z,2023-01-24T02:21:55Z,https://github.com/rails/rails/issues/47112,"['activerecord', 'ci issues']",yahonda,2
Lowercase headers returned from Sprockets 4.2.0 not caught within Actionpack router,47096,closed,2023-01-21T01:14:38Z,2023-07-28T20:40:35Z,2023-07-28T20:40:35Z,https://github.com/rails/rails/issues/47096,"['asset pipeline', 'attached PR']",markedmondson,3
I18n translate stringfies the Hash of grabbing all values,47090,closed,2023-01-20T21:24:53Z,2023-01-20T22:09:29Z,2023-01-20T22:09:25Z,https://github.com/rails/rails/issues/47090,[],crashtech,3
ActiveRecord storing different datetime values,47084,closed,2023-01-20T16:58:12Z,2023-05-01T18:52:33Z,2023-05-01T18:52:32Z,https://github.com/rails/rails/issues/47084,"['activerecord', 'stale']",GlauberrBatista,4
ActionText view path not registered in mailer previews,47072,closed,2023-01-20T10:38:17Z,2023-01-24T16:22:44Z,2023-01-24T16:22:44Z,https://github.com/rails/rails/issues/47072,"['railties', 'attached PR']",irminsul,1
Active Storage previewable not resized when using proxy mode on storage service local,47071,open,2023-01-20T09:16:27Z,2023-02-10T03:15:49Z,,https://github.com/rails/rails/issues/47071,"['attached PR', 'activestorage']",mbodlund,1
